ranking,name,score,link
1308,Free!: FrFr - Short Movie,7.63,https://myanimelist.net/anime/19671/Free__FrFr_-_Short_Movie
1309,Genshiken OVA,7.63,https://myanimelist.net/anime/1813/Genshiken_OVA
1310,High School Fleet Movie,7.63,https://myanimelist.net/anime/37704/High_School_Fleet_Movie
1311,Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,7.63,https://myanimelist.net/anime/37501/Hug_tto_Precure♡Futari_wa_Precure_Movie__All_Stars_Memories
1312,Ichigo Mashimaro,7.63,https://myanimelist.net/anime/488/Ichigo_Mashimaro
1313,Junjou Romantica 3,7.63,https://myanimelist.net/anime/25649/Junjou_Romantica_3
1314,Kimagure Orange☆Road: Ano Hi ni Kaeritai,7.63,https://myanimelist.net/anime/2454/Kimagure_Orange☆Road__Ano_Hi_ni_Kaeritai
1315,Koyomimonogatari,7.63,https://myanimelist.net/anime/32268/Koyomimonogatari
1316,Kyoukai no Kanata: Shinonome,7.63,https://myanimelist.net/anime/23385/Kyoukai_no_Kanata__Shinonome
1317,Layton Kyouju to Eien no Utahime,7.63,https://myanimelist.net/anime/6172/Layton_Kyouju_to_Eien_no_Utahime
1318,Lupin III,7.63,https://myanimelist.net/anime/1412/Lupin_III
1319,Maria-sama ga Miteru: Haru,7.63,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru
1320,Piano no Mori,7.63,https://myanimelist.net/anime/2594/Piano_no_Mori
1321,Puparia,7.63,https://myanimelist.net/anime/44059/Puparia
1322,R.O.D: Read or Die,7.63,https://myanimelist.net/anime/208/ROD__Read_or_Die
1323,Rokuhou-dou Yotsuiro Biyori,7.63,https://myanimelist.net/anime/36513/Rokuhou-dou_Yotsuiro_Biyori
1324,Servant x Service,7.63,https://myanimelist.net/anime/18119/Servant_x_Service
1325,Shingeki no Bahamut: Genesis,7.63,https://myanimelist.net/anime/21843/Shingeki_no_Bahamut__Genesis
1326,Shoujo Kakumei Utena: Adolescence Mokushiroku,7.63,https://myanimelist.net/anime/441/Shoujo_Kakumei_Utena__Adolescence_Mokushiroku
1327,Tenchi Muyou! Ryououki 2nd Season,7.63,https://myanimelist.net/anime/540/Tenchi_Muyou_Ryououki_2nd_Season
1328,Tong Ling Fei,7.63,https://myanimelist.net/anime/38917/Tong_Ling_Fei
1329,Kishibe Rohan wa Ugokanai,7.62,https://myanimelist.net/anime/33191/Kishibe_Rohan_wa_Ugokanai
1330,Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,7.62,https://myanimelist.net/anime/37027/Love_Live_Sunshine_The_School_Idol_Movie__Over_the_Rainbow
1331,Mahou Shoujo Lyrical Nanoha StrikerS,7.62,https://myanimelist.net/anime/1915/Mahou_Shoujo_Lyrical_Nanoha_StrikerS
1332,Mahoujin Guruguru,7.62,https://myanimelist.net/anime/331/Mahoujin_Guruguru
1333,Nurarihyon no Mago,7.62,https://myanimelist.net/anime/7592/Nurarihyon_no_Mago
1334,Orange,7.62,https://myanimelist.net/anime/32729/Orange
1335,Owari no Seraph: Nagoya Kessen-hen,7.62,https://myanimelist.net/anime/28927/Owari_no_Seraph__Nagoya_Kessen-hen
1336,Persona 3 the Movie 2: Midsummer Knight's Dream,7.62,https://myanimelist.net/anime/21473/Persona_3_the_Movie_2__Midsummer_Knights_Dream
1337,Rozen Maiden: Träumend,7.62,https://myanimelist.net/anime/65/Rozen_Maiden__Träumend
1338,Ruru-chan no Jisatsu Haishin,7.62,https://myanimelist.net/anime/41164/Ruru-chan_no_Jisatsu_Haishin
1339,Senpai ga Uzai Kouhai no Hanashi,7.62,https://myanimelist.net/anime/42351/Senpai_ga_Uzai_Kouhai_no_Hanashi
1340,Shinigami Bocchan to Kuro Maid,7.62,https://myanimelist.net/anime/47257/Shinigami_Bocchan_to_Kuro_Maid
1341,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,7.62,https://myanimelist.net/anime/25729/Tamayura__Sotsugyou_Shashin_Part_1_-_Kizashi
1342,Tegamibachi,7.62,https://myanimelist.net/anime/6444/Tegamibachi
1343,Top wo Nerae 2! Diebuster,7.62,https://myanimelist.net/anime/1002/Top_wo_Nerae_2_Diebuster
1344,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,7.62,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi
1345,White Album 2,7.62,https://myanimelist.net/anime/18245/White_Album_2
1346,Yama no Susume: Next Summit,7.62,https://myanimelist.net/anime/48491/Yama_no_Susume__Next_Summit
1347,Aggressive Retsuko,7.62,https://myanimelist.net/anime/32977/Aggressive_Retsuko
1348,Bishoujo Senshi Sailor Moon SuperS,7.62,https://myanimelist.net/anime/1239/Bishoujo_Senshi_Sailor_Moon_SuperS
1349,Blood+,7.62,https://myanimelist.net/anime/150/Blood_
1350,Bokura no,7.62,https://myanimelist.net/anime/1690/Bokura_no
1351,Chrno Crusade,7.62,https://myanimelist.net/anime/60/Chrno_Crusade
1352,Diamond no Ace: Second Season OVA,7.62,https://myanimelist.net/anime/34349/Diamond_no_Ace__Second_Season_OVA
1353,Eikoku Koi Monogatari Emma,7.62,https://myanimelist.net/anime/345/Eikoku_Koi_Monogatari_Emma
1354,Fune wo Amu,7.62,https://myanimelist.net/anime/32948/Fune_wo_Amu
1355,Fushigi Yuugi,7.62,https://myanimelist.net/anime/123/Fushigi_Yuugi
1356,Gabriel DropOut Specials,7.62,https://myanimelist.net/anime/34855/Gabriel_DropOut_Specials
1357,Gakkougurashi!,7.62,https://myanimelist.net/anime/24765/Gakkougurashi
1358,Gokinjo Monogatari,7.62,https://myanimelist.net/anime/852/Gokinjo_Monogatari
1359,Hakkenden: Touhou Hakken Ibun 2nd Season,7.62,https://myanimelist.net/anime/18055/Hakkenden__Touhou_Hakken_Ibun_2nd_Season
1360,Huyao Xiao Hongniang: Yue Hong,7.62,https://myanimelist.net/anime/33446/Huyao_Xiao_Hongniang__Yue_Hong
1361,Jigoku Shoujo Mitsuganae,7.62,https://myanimelist.net/anime/3713/Jigoku_Shoujo_Mitsuganae
1362,Jungle wa Itsumo Hare nochi Guu Final,7.62,https://myanimelist.net/anime/255/Jungle_wa_Itsumo_Hare_nochi_Guu_Final
1363,K: Seven Stories Movie 5 - Memory of Red - Burn,7.62,https://myanimelist.net/anime/37306/K__Seven_Stories_Movie_5_-_Memory_of_Red_-_Burn
1364,Bleach Movie 4: Jigoku-hen,7.61,https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen
1365,Chibi Maruko-chan,7.61,https://myanimelist.net/anime/951/Chibi_Maruko-chan
1366,Free! Dive to the Future,7.61,https://myanimelist.net/anime/36704/Free_Dive_to_the_Future
1367,Full Metal Panic!,7.61,https://myanimelist.net/anime/71/Full_Metal_Panic
1368,Hakuouki Movie 1: Kyoto Ranbu,7.61,https://myanimelist.net/anime/13117/Hakuouki_Movie_1__Kyoto_Ranbu
1369,Hana yori Dango,7.61,https://myanimelist.net/anime/106/Hana_yori_Dango
1370,Hellsing: Digest for Freaks,7.61,https://myanimelist.net/anime/6904/Hellsing__Digest_for_Freaks
1371,"Ima, Soko ni Iru Boku",7.61,https://myanimelist.net/anime/160/Ima_Soko_ni_Iru_Boku
1372,Jigoku Shoujo,7.61,https://myanimelist.net/anime/228/Jigoku_Shoujo
1373,Juubee Ninpuuchou,7.61,https://myanimelist.net/anime/617/Juubee_Ninpuuchou
1374,Kidou Senshi Gundam Unicorn RE:0096,7.61,https://myanimelist.net/anime/32792/Kidou_Senshi_Gundam_Unicorn_RE_0096
1375,"Kimi to, Nami ni Noretara",7.61,https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara
1376,Kubo-san wa Mob wo Yurusanai,7.61,https://myanimelist.net/anime/51815/Kubo-san_wa_Mob_wo_Yurusanai
1377,Kuroko no Basket: Mou Ikkai Yarimasen ka,7.61,https://myanimelist.net/anime/22125/Kuroko_no_Basket__Mou_Ikkai_Yarimasen_ka
1378,Overlord Movie 1: Fushisha no Ou,7.61,https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou
1379,Prison School,7.61,https://myanimelist.net/anime/30240/Prison_School
1380,Soredemo Sekai wa Utsukushii,7.61,https://myanimelist.net/anime/22101/Soredemo_Sekai_wa_Utsukushii
1381,Soukyuu no Fafner: Dead Aggressor - Exodus Part 2,7.61,https://myanimelist.net/anime/30549/Soukyuu_no_Fafner__Dead_Aggressor_-_Exodus_Part_2
1382,Tenchi Muyou! Ryououki,7.61,https://myanimelist.net/anime/539/Tenchi_Muyou_Ryououki
1383,The iDOLM@STER,7.61,https://myanimelist.net/anime/10278/The_iDOLMSTER
1384,Toaru Hikuushi e no Tsuioku,7.61,https://myanimelist.net/anime/9000/Toaru_Hikuushi_e_no_Tsuioku
1385,Kino no Tabi: The Beautiful World - The Animated Series,7.60,https://myanimelist.net/anime/35079/Kino_no_Tabi__The_Beautiful_World_-_The_Animated_Series
1386,Konnichiwa Anne: Before Green Gables,7.60,https://myanimelist.net/anime/5494/Konnichiwa_Anne__Before_Green_Gables
1387,Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,7.60,https://myanimelist.net/anime/48438/Mahoutsukai_no_Yome__Nishi_no_Shounen_to_Seiran_no_Kishi
1388,Majo Minarai wo Sagashite,7.60,https://myanimelist.net/anime/39585/Majo_Minarai_wo_Sagashite
1389,Master Keaton,7.60,https://myanimelist.net/anime/1483/Master_Keaton
1390,Nanatsu no Taizai: Imashime no Fukkatsu,7.60,https://myanimelist.net/anime/34577/Nanatsu_no_Taizai__Imashime_no_Fukkatsu
1391,Osomatsu-san 2nd Season,7.60,https://myanimelist.net/anime/35067/Osomatsu-san_2nd_Season
1392,Persona 3 the Movie 3: Falling Down,7.60,https://myanimelist.net/anime/24543/Persona_3_the_Movie_3__Falling_Down
1393,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,7.60,https://myanimelist.net/anime/38414/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_-_Hyouketsu_no_Kizuna
1394,Senki Zesshou Symphogear AXZ,7.60,https://myanimelist.net/anime/32836/Senki_Zesshou_Symphogear_AXZ
1395,Shoujo☆Kageki Revue Starlight: Rondo Rondo Rondo,7.60,https://myanimelist.net/anime/40665/Shoujo☆Kageki_Revue_Starlight__Rondo_Rondo_Rondo
1396,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,7.60,https://myanimelist.net/anime/5751/Tennis_no_Ouji-sama__Another_Story_-_Kako_to_Mirai_no_Message
1397,The iDOLM@STER Movie: Kagayaki no Mukougawa e!,7.60,https://myanimelist.net/anime/17437/The_iDOLMSTER_Movie__Kagayaki_no_Mukougawa_e
1398,Akudama Drive,7.60,https://myanimelist.net/anime/41433/Akudama_Drive
1399,Ashita no Nadja,7.60,https://myanimelist.net/anime/1946/Ashita_no_Nadja
1400,Detective Conan Movie 09: Promo Special,7.60,https://myanimelist.net/anime/7471/Detective_Conan_Movie_09__Promo_Special
1401,Detective Conan Movie 09: Promo Special,7.60,https://myanimelist.net/anime/7471/Detective_Conan_Movie_09__Promo_Special
1402,"Fuufu Ijou, Koibito Miman.",7.60,https://myanimelist.net/anime/50425/Fuufu_Ijou_Koibito_Miman
1403,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?,7.60,https://myanimelist.net/anime/9288/Heartcatch_Precure_Movie__Hana_no_Miyako_de_Fashion_Show_desu_ka
1404,Kareshi Kanojo no Jijou,7.60,https://myanimelist.net/anime/145/Kareshi_Kanojo_no_Jijou
1405,Kekkai Sensen,7.60,https://myanimelist.net/anime/24439/Kekkai_Sensen
1406,Kekkaishi,7.60,https://myanimelist.net/anime/1606/Kekkaishi
1407,Aikatsu Stars!,7.59,https://myanimelist.net/anime/32717/Aikatsu_Stars
1408,Ajin Part 2,7.59,https://myanimelist.net/anime/33253/Ajin_Part_2
1409,Asobi Asobase Specials,7.59,https://myanimelist.net/anime/38002/Asobi_Asobase_Specials
1410,Chuuka Ichiban!,7.59,https://myanimelist.net/anime/110/Chuuka_Ichiban
1411,Diamond no Ace OVA,7.59,https://myanimelist.net/anime/25341/Diamond_no_Ace_OVA
1412,Digimon Adventure Movie,7.59,https://myanimelist.net/anime/2961/Digimon_Adventure_Movie
1413,Doupo Cangqiong 2nd Season,7.59,https://myanimelist.net/anime/37176/Doupo_Cangqiong_2nd_Season
1414,Ga-Rei: Zero,7.59,https://myanimelist.net/anime/4725/Ga-Rei__Zero
1415,Hakuouki: Sekkaroku,7.59,https://myanimelist.net/anime/10350/Hakuouki__Sekkaroku
1416,Hoshiai no Sora,7.59,https://myanimelist.net/anime/37972/Hoshiai_no_Sora
1417,Hourou Musuko Specials,7.59,https://myanimelist.net/anime/10935/Hourou_Musuko_Specials
1418,Majin Tantei Nougami Neuro,7.59,https://myanimelist.net/anime/2985/Majin_Tantei_Nougami_Neuro
1419,Nezha Zhi Mo Tong Jiang Shi,7.59,https://myanimelist.net/anime/40111/Nezha_Zhi_Mo_Tong_Jiang_Shi
1420,Ranma ½: Yomigaeru Kioku,7.59,https://myanimelist.net/anime/1008/Ranma_½__Yomigaeru_Kioku
1421,Romeo x Juliet,7.59,https://myanimelist.net/anime/1699/Romeo_x_Juliet
1422,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,7.59,https://myanimelist.net/anime/50672/Sasaki_to_Miyano__Koi_ni_Kizuku_Mae_no_Chotto_Shita_Hanashi
1423,Shin Tennis no Ouji-sama vs. Genius 10,7.59,https://myanimelist.net/anime/21755/Shin_Tennis_no_Ouji-sama_vs_Genius_10
1424,Tensura Nikki: Tensei shitara Slime Datta Ken,7.59,https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken
1425,Uchuu Senkan Yamato,7.59,https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato
1426,Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,7.59,https://myanimelist.net/anime/18753/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_OVA
1427,Yama no Susume Third Season,7.59,https://myanimelist.net/anime/35672/Yama_no_Susume_Third_Season
1428,Yoru wa Honoka,7.59,https://myanimelist.net/anime/48876/Yoru_wa_Honoka
1429,Towa no Quon 6: Towa no Quon,7.58,https://myanimelist.net/anime/10717/Towa_no_Quon_6__Towa_no_Quon
1430,Tsubasa Chronicle 2nd Season,7.58,https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season
1431,Uchuu Kyoudai: Number Zero,7.58,https://myanimelist.net/anime/22583/Uchuu_Kyoudai__Number_Zero
1432,World Trigger,7.58,https://myanimelist.net/anime/24405/World_Trigger
1433,Yowamushi Pedal: Glory Line,7.58,https://myanimelist.net/anime/35789/Yowamushi_Pedal__Glory_Line
1434,Yuanshen: Hai Dengjie CM Duanpian - Ming Xiao Huanmeng,7.58,https://myanimelist.net/anime/54312/Yuanshen__Hai_Dengjie_CM_Duanpian_-_Ming_Xiao_Huanmeng
1435,Yume-iro Pâtissière SP Professional,7.58,https://myanimelist.net/anime/9441/Yume-iro_Pâtissière_SP_Professional
1436,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,7.58,https://myanimelist.net/anime/9201/Air_Gear__Kuro_no_Hane_to_Nemuri_no_Mori_-_Break_on_the_Sky
1437,Ani ni Tsukeru Kusuri wa Nai! 4,7.58,https://myanimelist.net/anime/42238/Ani_ni_Tsukeru_Kusuri_wa_Nai_4
1438,Ao Haru Ride OVA,7.58,https://myanimelist.net/anime/24151/Ao_Haru_Ride_OVA
1439,Ao no Exorcist Movie,7.58,https://myanimelist.net/anime/11737/Ao_no_Exorcist_Movie
1440,BanG Dream! 2nd Season,7.58,https://myanimelist.net/anime/37869/BanG_Dream_2nd_Season
1441,BanG Dream! Morfonication,7.58,https://myanimelist.net/anime/51989/BanG_Dream_Morfonication
1442,Black Jack (TV),7.58,https://myanimelist.net/anime/2213/Black_Jack_TV
1443,Boku no Hero Academia the Movie 3: World Heroes' Mission,7.58,https://myanimelist.net/anime/44200/Boku_no_Hero_Academia_the_Movie_3__World_Heroes_Mission
1444,Byousoku 5 Centimeter,7.58,https://myanimelist.net/anime/1689/Byousoku_5_Centimeter
1445,Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,7.58,https://myanimelist.net/anime/4596/Code_Geass__Hangyaku_no_Lelouch_Special_Edition_-_Black_Rebellion
1446,Deaimon,7.58,https://myanimelist.net/anime/48779/Deaimon
1447,Detective Conan: Conan vs. Kid - Shark & Jewel,7.58,https://myanimelist.net/anime/9785/Detective_Conan__Conan_vs_Kid_-_Shark___Jewel
1448,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,7.58,https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta
1449,Dragon Quest: Dai no Daibouken (TV),7.58,https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV
1450,Fairy Tail,7.58,https://myanimelist.net/anime/6702/Fairy_Tail
1451,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,7.58,https://myanimelist.net/anime/38086/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_2_-_Paladin__Agateram
1452,Free! Movie 1: Timeless Medley - Kizuna,7.58,https://myanimelist.net/anime/33845/Free_Movie_1__Timeless_Medley_-_Kizuna
1453,Fukigen na Mononokean Tsuzuki,7.58,https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki
1454,Full Metal Panic! Invisible Victory,7.58,https://myanimelist.net/anime/31931/Full_Metal_Panic_Invisible_Victory
1455,GetBackers,7.58,https://myanimelist.net/anime/132/GetBackers
1456,Higashi no Eden Movie II: Paradise Lost,7.58,https://myanimelist.net/anime/6637/Higashi_no_Eden_Movie_II__Paradise_Lost
1457,Kara no Kyoukai Movie 1: Fukan Fuukei,7.58,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_Movie_1__Fukan_Fuukei
1458,Love Live! Sunshine!! 2nd Season,7.58,https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season
1459,Momo e no Tegami,7.58,https://myanimelist.net/anime/10389/Momo_e_no_Tegami
1460,Nisekoi,7.58,https://myanimelist.net/anime/18897/Nisekoi
1461,Noein: Mou Hitori no Kimi e,7.58,https://myanimelist.net/anime/584/Noein__Mou_Hitori_no_Kimi_e
1462,One Piece: Episode of Luffy - Hand Island no Bouken,7.58,https://myanimelist.net/anime/16239/One_Piece__Episode_of_Luffy_-_Hand_Island_no_Bouken
1463,Pokemon (2019),7.58,https://myanimelist.net/anime/40351/Pokemon_2019
1464,Radiant 2nd Season,7.58,https://myanimelist.net/anime/39355/Radiant_2nd_Season
1465,Raison d'être,7.58,https://myanimelist.net/anime/40569/Raison_dêtre
1466,Runway de Waratte,7.58,https://myanimelist.net/anime/40392/Runway_de_Waratte
1467,Senjou no Valkyria,7.58,https://myanimelist.net/anime/5507/Senjou_no_Valkyria
1468,Strike Witches Movie,7.58,https://myanimelist.net/anime/9751/Strike_Witches_Movie
1469,Sword Art Online: Alicization - War of Underworld,7.58,https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld
1470,Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,7.58,https://myanimelist.net/anime/50275/Sword_Art_Online__Progressive_Movie_-_Kuraki_Yuuyami_no_Scherzo
1471,Log Horizon 2nd Season,7.57,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
1472,New Game!,7.57,https://myanimelist.net/anime/31953/New_Game
1473,No.6,7.57,https://myanimelist.net/anime/10161/No6
1474,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.57,https://myanimelist.net/anime/40936/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo__Oretachi_no_Game_Set
1475,Penguin Highway,7.57,https://myanimelist.net/anime/37407/Penguin_Highway
1476,Saint Seiya: Meiou Hades Elysion-hen,7.57,https://myanimelist.net/anime/3515/Saint_Seiya__Meiou_Hades_Elysion-hen
1477,Sengoku Basara Movie: The Last Party,7.57,https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party
1478,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.57,https://myanimelist.net/anime/25801/Shouwa_Genroku_Rakugo_Shinjuu__Yotarou_Hourou-hen
1479,Tada-kun wa Koi wo Shinai,7.57,https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai
1480,Tales of Vesperia: The First Strike,7.57,https://myanimelist.net/anime/6046/Tales_of_Vesperia__The_First_Strike
1481,Tsurezure Children,7.57,https://myanimelist.net/anime/34902/Tsurezure_Children
1482,Ushio to Tora (TV),7.57,https://myanimelist.net/anime/29854/Ushio_to_Tora_TV
1483,Xingchen Bian: Po Tian Mi Ju,7.57,https://myanimelist.net/anime/50667/Xingchen_Bian__Po_Tian_Mi_Ju
1484,"Yondemasu yo, Azazel-san.",7.57,https://myanimelist.net/anime/7762/Yondemasu_yo_Azazel-san
1485,Yowamushi Pedal Movie,7.57,https://myanimelist.net/anime/30413/Yowamushi_Pedal_Movie
1486,Yuru Yuri,7.57,https://myanimelist.net/anime/10495/Yuru_Yuri
1487,Aa! Megami-sama! Tatakau Tsubasa,7.57,https://myanimelist.net/anime/3090/Aa_Megami-sama_Tatakau_Tsubasa
1488,Baka to Test to Shoukanjuu: Matsuri,7.57,https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri
1489,Date A Bullet: Dead or Bullet,7.57,https://myanimelist.net/anime/40416/Date_A_Bullet__Dead_or_Bullet
1490,Detective Conan: Black History,7.57,https://myanimelist.net/anime/7303/Detective_Conan__Black_History
1491,Fairy Tail: Final Series,7.57,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series
1492,Hakuouki: Hekketsuroku,7.57,https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku
1493,Higashi no Eden: Air Communication,7.57,https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication
1494,Huangjin Tingyuan: Dongri Li de Xinnian Yuanwang,7.57,https://myanimelist.net/anime/54035/Huangjin_Tingyuan__Dongri_Li_de_Xinnian_Yuanwang
1495,Initial D Battle Stage,7.57,https://myanimelist.net/anime/821/Initial_D_Battle_Stage
1496,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,7.57,https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen_OVA
1497,Kidou Butouden G Gundam,7.57,https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam
1498,Angel Beats! Specials,7.56,https://myanimelist.net/anime/9062/Angel_Beats_Specials
1499,Arakawa Under the Bridge,7.56,https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge
1500,Boku no Hero Academia the Movie 1: Futari no Hero,7.56,https://myanimelist.net/anime/36896/Boku_no_Hero_Academia_the_Movie_1__Futari_no_Hero
1501,Candy Candy,7.56,https://myanimelist.net/anime/2800/Candy_Candy
1502,Doraemon Movie 07: Nobita to Tetsujin Heidan,7.56,https://myanimelist.net/anime/2665/Doraemon_Movie_07__Nobita_to_Tetsujin_Heidan
1503,Dragon Ball Super: Super Hero,7.56,https://myanimelist.net/anime/48903/Dragon_Ball_Super__Super_Hero
1504,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,7.56,https://myanimelist.net/anime/986/Dragon_Ball_Z_Special_1__Tatta_Hitori_no_Saishuu_Kessen
1505,Durarara!!x2 Ketsu: Dufufufu!!,7.56,https://myanimelist.net/anime/32915/Durararax2_Ketsu__Dufufufu
1506,Free! Dive to the Future - Soushun no Build-up!,7.56,https://myanimelist.net/anime/38027/Free_Dive_to_the_Future_-_Soushun_no_Build-up
1507,Gugure! Kokkuri-san,7.56,https://myanimelist.net/anime/23251/Gugure_Kokkuri-san
1508,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.56,https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi
1509,Hataraku Saibou,7.56,https://myanimelist.net/anime/37141/Hataraku_Saibou
1510,Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,7.56,https://myanimelist.net/anime/31989/Hibike_Euphonium_Movie_1__Kitauji_Koukou_Suisougaku-bu_e_Youkoso
1511,Hinomaruzumou,7.56,https://myanimelist.net/anime/37007/Hinomaruzumou
1512,Hokuto no Ken 2,7.56,https://myanimelist.net/anime/1356/Hokuto_no_Ken_2
