ranking,name,score,link
4955,Shi Yi Chang An: Mingyue Jishi You,6.81,https://myanimelist.net/anime/41223/Shi_Yi_Chang_An__Mingyue_Jishi_You
4956,Shokei Shoujo no Virgin Road,6.81,https://myanimelist.net/anime/47162/Shokei_Shoujo_no_Virgin_Road
4957,Strait Jacket,6.81,https://myanimelist.net/anime/3086/Strait_Jacket
4958,Sue Cat,6.81,https://myanimelist.net/anime/9906/Sue_Cat
4959,Tennis no Ouji-sama: Oshougatsu Special,6.81,https://myanimelist.net/anime/5996/Tennis_no_Ouji-sama__Oshougatsu_Special
4960,Toaru Majutsu no Index III,6.81,https://myanimelist.net/anime/36432/Toaru_Majutsu_no_Index_III
4961,Tytania,6.81,https://myanimelist.net/anime/4066/Tytania
4962,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,6.81,https://myanimelist.net/anime/1129/UFO_Princess_Valkyrie__Shichiten_Battou_Hanayome_Shuugyou
4963,WONDER LiGHT,6.81,https://myanimelist.net/anime/53242/WONDER_LiGHT
4964,X OVA,6.80,https://myanimelist.net/anime/595/X_OVA
4965,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.80,https://myanimelist.net/anime/34471/Youkai_Watch_Movie_4__Shadow_Side_-_Oni-ou_no_Fukkatsu
4966,Yozakura Quartet,6.80,https://myanimelist.net/anime/4548/Yozakura_Quartet
4967,Yuu☆Yuu☆Hakusho (Movie),6.80,https://myanimelist.net/anime/882/Yuu☆Yuu☆Hakusho_Movie
4968,Acchi wa Kocchi,6.80,https://myanimelist.net/anime/22419/Acchi_wa_Kocchi
4969,Bai Lian Cheng Shen,6.80,https://myanimelist.net/anime/52949/Bai_Lian_Cheng_Shen
4970,Beatless Final Stage,6.80,https://myanimelist.net/anime/38020/Beatless_Final_Stage
4971,Boku no Hero Academia (ONA),6.80,https://myanimelist.net/anime/51781/Boku_no_Hero_Academia_ONA
4972,Bomberman B-Daman Bakugaiden,6.80,https://myanimelist.net/anime/1672/Bomberman_B-Daman_Bakugaiden
4973,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.80,https://myanimelist.net/anime/35314/Busou_Shoujo_Machiavellianism__Doki_Goken-darake_no_Ian_Ryokou
4974,Chou Robot Seimeitai Transformers Micron Densetsu,6.80,https://myanimelist.net/anime/1675/Chou_Robot_Seimeitai_Transformers_Micron_Densetsu
4975,Cossette no Shouzou,6.80,https://myanimelist.net/anime/514/Cossette_no_Shouzou
4976,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.80,https://myanimelist.net/anime/8368/Crayon_Shin-chan_Movie_17__Otakebe_Kasukabe_Yasei_Oukoku
4977,Di Gi Charat,6.80,https://myanimelist.net/anime/293/Di_Gi_Charat
4978,El Hazard: The Alternative World,6.80,https://myanimelist.net/anime/115/El_Hazard__The_Alternative_World
4979,Evangelion: 3.0 (-46h),6.80,https://myanimelist.net/anime/53246/Evangelion__30_-46h
4980,Hana no Mahoutsukai Mary Bell,6.80,https://myanimelist.net/anime/2804/Hana_no_Mahoutsukai_Mary_Bell
4981,Heart Realize,6.80,https://myanimelist.net/anime/32700/Heart_Realize
4982,Hidan no Aria,6.80,https://myanimelist.net/anime/8630/Hidan_no_Aria
4983,Isshuukan Friends. Tomodachi to no Omoide,6.80,https://myanimelist.net/anime/30376/Isshuukan_Friends_Tomodachi_to_no_Omoide
4984,Jewelpet,6.80,https://myanimelist.net/anime/6008/Jewelpet
4985,Jun You Yun,6.80,https://myanimelist.net/anime/50433/Jun_You_Yun
4986,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",6.80,https://myanimelist.net/anime/5045/Kamen_no_Maid_Guy__Ano_Natsu_Ichiban_Yutaka_na_Chichi
4987,Karakuri Kiden: Hiwou Senki,6.80,https://myanimelist.net/anime/3935/Karakuri_Kiden__Hiwou_Senki
4988,Kemono no Souja Erin Recaps,6.80,https://myanimelist.net/anime/7904/Kemono_no_Souja_Erin_Recaps
4989,Kero 0: Shuppatsu da yo! Zenin Shuugou!,6.80,https://myanimelist.net/anime/11299/Kero_0__Shuppatsu_da_yo_Zenin_Shuugou
4990,Kimi ni Sekai,6.80,https://myanimelist.net/anime/39769/Kimi_ni_Sekai
4991,Kishin Taisen Gigantic Formula,6.80,https://myanimelist.net/anime/2215/Kishin_Taisen_Gigantic_Formula
4992,Kobato.: Hajimete no Kobato.,6.80,https://myanimelist.net/anime/10098/Kobato__Hajimete_no_Kobato
4993,Lamune,6.80,https://myanimelist.net/anime/670/Lamune
4994,Monster Farm: Enbanseki no Himitsu,6.80,https://myanimelist.net/anime/1469/Monster_Farm__Enbanseki_no_Himitsu
4995,Musaigen no Phantom World: Mizutama no Kiseki,6.80,https://myanimelist.net/anime/33075/Musaigen_no_Phantom_World__Mizutama_no_Kiseki
4996,One Piece: Densetsu no Log! Akagami no Shanks!,6.80,https://myanimelist.net/anime/52921/One_Piece__Densetsu_no_Log_Akagami_no_Shanks
4997,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.80,https://myanimelist.net/anime/9988/Otome_wa_Boku_ni_Koishiteru__Futari_no_Elder_The_Animation
4998,Peter Pan no Bouken,6.80,https://myanimelist.net/anime/1638/Peter_Pan_no_Bouken
4999,Plantopia,6.80,https://myanimelist.net/anime/53394/Plantopia
5000,Rockman.EXE Beast+,6.80,https://myanimelist.net/anime/2713/RockmanEXE_Beast_
5001,Ryuuseiki Gakusaver,6.80,https://myanimelist.net/anime/3735/Ryuuseiki_Gakusaver
5002,Shin Koihime†Musou,6.80,https://myanimelist.net/anime/6112/Shin_Koihime†Musou
5003,Shinkyoku Soukai Polyphonica,6.80,https://myanimelist.net/anime/1727/Shinkyoku_Soukai_Polyphonica
5004,Shinmai Maou no Testament Burst Specials,6.80,https://myanimelist.net/anime/32409/Shinmai_Maou_no_Testament_Burst_Specials
5005,Stratos 4 Advance,6.80,https://myanimelist.net/anime/423/Stratos_4_Advance
5006,Super Robot Taisen OG: Divine Wars,6.80,https://myanimelist.net/anime/1603/Super_Robot_Taisen_OG__Divine_Wars
5007,THE POLiCY,6.80,https://myanimelist.net/anime/53396/THE_POLiCY
5008,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,6.80,https://myanimelist.net/anime/22759/Toaru_Kagaku_no_Railgun_S__Daiji_na_Koto_wa_Zenbu_Sentou_ni_Osowatta
5009,Toji no Miko,6.80,https://myanimelist.net/anime/35589/Toji_no_Miko
5010,Kogepan,6.79,https://myanimelist.net/anime/580/Kogepan
5011,Koneko no Chi: Ponponra Daibouken,6.79,https://myanimelist.net/anime/33240/Koneko_no_Chi__Ponponra_Daibouken
5012,Koufuku Graffiti,6.79,https://myanimelist.net/anime/24629/Koufuku_Graffiti
5013,Lupin III: Goodbye Partner,6.79,https://myanimelist.net/anime/38720/Lupin_III__Goodbye_Partner
5014,Lupin III: Kiri no Elusive,6.79,https://myanimelist.net/anime/3019/Lupin_III__Kiri_no_Elusive
5015,Macross 7 Plus,6.79,https://myanimelist.net/anime/6209/Macross_7_Plus
5016,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.79,https://myanimelist.net/anime/38256/Magia_Record__Mahou_Shoujo_Madoka☆Magica_Gaiden
5017,Mahoutsukai Sally,6.79,https://myanimelist.net/anime/3356/Mahoutsukai_Sally
5018,Makafushigi,6.79,https://myanimelist.net/anime/50218/Makafushigi
5019,Megazone 23,6.79,https://myanimelist.net/anime/1935/Megazone_23
5020,Mijikamon,6.79,https://myanimelist.net/anime/25045/Mijikamon
5021,Monkey Punch: Manga Katsudou Daishashin,6.79,https://myanimelist.net/anime/5343/Monkey_Punch__Manga_Katsudou_Daishashin
5022,Naruto: The Cross Roads,6.79,https://myanimelist.net/anime/7367/Naruto__The_Cross_Roads
5023,No Game No Life: Zero - Manner Movie,6.79,https://myanimelist.net/anime/37402/No_Game_No_Life__Zero_-_Manner_Movie
5024,Princess Principal: Crown Handler Movie 1 - Busy Easy Money,6.79,https://myanimelist.net/anime/49138/Princess_Principal__Crown_Handler_Movie_1_-_Busy_Easy_Money
5025,Pupipo!,6.79,https://myanimelist.net/anime/21325/Pupipo
5026,Robotica*Robotics,6.79,https://myanimelist.net/anime/12137/RoboticaRobotics
5027,Saint Seiya: Jashin Eris,6.79,https://myanimelist.net/anime/1256/Saint_Seiya__Jashin_Eris
5028,Seiken Tsukai no World Break,6.79,https://myanimelist.net/anime/22663/Seiken_Tsukai_no_World_Break
5029,Sentimental Journey,6.79,https://myanimelist.net/anime/677/Sentimental_Journey
5030,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.79,https://myanimelist.net/anime/27419/Tari_Tari__Kumottari_Kagayaitari_Mata_Itsuka_Utattari
5031,Tetsujin 28-gou (1980),6.79,https://myanimelist.net/anime/4208/Tetsujin_28-gou_1980
5032,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.79,https://myanimelist.net/anime/9063/Toaru_Kagaku_no_Railgun__Entenka_no_Satsuei_Model_mo_Raku_Ja_Arimasen_wa_ne
5033,Uchuu Taitei God Sigma,6.79,https://myanimelist.net/anime/4183/Uchuu_Taitei_God_Sigma
5034,Wo Shi Da Shenxian 2nd Season,6.79,https://myanimelist.net/anime/48369/Wo_Shi_Da_Shenxian_2nd_Season
5035,Youjo Senki Movie: Manner Eizou,6.79,https://myanimelist.net/anime/40298/Youjo_Senki_Movie__Manner_Eizou
5036,Ze Tian Ji,6.79,https://myanimelist.net/anime/31838/Ze_Tian_Ji
5037,Zuori Qing Kong,6.79,https://myanimelist.net/anime/37207/Zuori_Qing_Kong
5038,22/7,6.79,https://myanimelist.net/anime/40148/22_7
5039,Bakuretsu Tenshi,6.79,https://myanimelist.net/anime/109/Bakuretsu_Tenshi
5040,Buzzer Beater 2nd Season,6.79,https://myanimelist.net/anime/2684/Buzzer_Beater_2nd_Season
5041,Caramel Honey,6.79,https://myanimelist.net/anime/37963/Caramel_Honey
5042,Cardfight!! Vanguard: Asia Circuit-hen,6.79,https://myanimelist.net/anime/13145/Cardfight_Vanguard__Asia_Circuit-hen
5043,Chikyuu Shoujo Arjuna,6.79,https://myanimelist.net/anime/812/Chikyuu_Shoujo_Arjuna
5044,Chou Denji Robo Combattler V,6.79,https://myanimelist.net/anime/1068/Chou_Denji_Robo_Combattler_V
5045,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.79,https://myanimelist.net/anime/36566/Crayon_Shin-chan_Movie_26__Bakumori_Kung_Fu_Boys_-_Ramen_Tairan
5046,Crayon Shin-chan Movie 27: Shinkon Ryokou Hurricane - Ushinawareta Hiroshi,6.79,https://myanimelist.net/anime/38629/Crayon_Shin-chan_Movie_27__Shinkon_Ryokou_Hurricane_-_Ushinawareta_Hiroshi
5047,Dai Mahou Touge Omake,6.79,https://myanimelist.net/anime/1841/Dai_Mahou_Touge_Omake
5048,Dear Boys,6.79,https://myanimelist.net/anime/292/Dear_Boys
5049,DearS: Kin no Tama desu no?,6.79,https://myanimelist.net/anime/1817/DearS__Kin_no_Tama_desu_no
5050,Detective Conan: Love Story at Police Headquarters - Wedding Eve,6.79,https://myanimelist.net/anime/51782/Detective_Conan__Love_Story_at_Police_Headquarters_-_Wedding_Eve
5051,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.79,https://myanimelist.net/anime/899/Dragon_Ball_Z_Movie_06__Gekitotsu_100-oku_Power_no_Senshi-tachi
5052,Dragon Quest: Your Story,6.79,https://myanimelist.net/anime/39274/Dragon_Quest__Your_Story
5053,El Hazard 2: The Magnificent World,6.79,https://myanimelist.net/anime/118/El_Hazard_2__The_Magnificent_World
5054,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.79,https://myanimelist.net/anime/40761/Fate_Grand_Order__Zettai_Majuu_Sensen_Babylonia_Recaps
5055,Galaxy Angel Specials,6.79,https://myanimelist.net/anime/13287/Galaxy_Angel_Specials
5056,Happy Sugar Life,6.79,https://myanimelist.net/anime/37517/Happy_Sugar_Life
5057,Hataraku Saibou CM,6.79,https://myanimelist.net/anime/35840/Hataraku_Saibou_CM
5058,Hatsumei Boy Kanipan,6.79,https://myanimelist.net/anime/3689/Hatsumei_Boy_Kanipan
5059,Himitsu no Akko-chan,6.79,https://myanimelist.net/anime/3285/Himitsu_no_Akko-chan
5060,Inazuma Eleven: Outer Code,6.79,https://myanimelist.net/anime/34178/Inazuma_Eleven__Outer_Code
5061,Innocent Venus,6.79,https://myanimelist.net/anime/1230/Innocent_Venus
5062,Juusenki L-Gaim,6.79,https://myanimelist.net/anime/2598/Juusenki_L-Gaim
5063,Kamisama ni Natta Hi,6.79,https://myanimelist.net/anime/41930/Kamisama_ni_Natta_Hi
5064,Aishite Knight,6.78,https://myanimelist.net/anime/2221/Aishite_Knight
5065,Battle Spirits: Saga Brave,6.78,https://myanimelist.net/anime/38916/Battle_Spirits__Saga_Brave
5066,Bem Movie: Become Human,6.78,https://myanimelist.net/anime/42129/Bem_Movie__Become_Human
5067,Blue Seed Omake,6.78,https://myanimelist.net/anime/3620/Blue_Seed_Omake
5068,Brave Witches,6.78,https://myanimelist.net/anime/32866/Brave_Witches
5069,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.78,https://myanimelist.net/anime/4535/Candy_Boy__Nonchalant_Talk_of_the_Certain_Twin_Sisters_in_Daily_Life
5070,Candy☆Boy: Side Story For Archive,6.78,https://myanimelist.net/anime/3456/Candy☆Boy__Side_Story_For_Archive
5071,CB Chara Go Nagai World,6.78,https://myanimelist.net/anime/2692/CB_Chara_Go_Nagai_World
5072,Chihayafuru 3: Ima Hitotabi no,6.78,https://myanimelist.net/anime/41105/Chihayafuru_3__Ima_Hitotabi_no
5073,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,6.78,https://myanimelist.net/anime/31145/Code_Geass__Boukoku_no_Akito_3_-_Kagayaku_Mono_Ten_yori_Otsu_Picture_Drama
5074,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.78,https://myanimelist.net/anime/2172/Crayon_Shin-chan_Movie_15__Arashi_wo_Yobu_Utau_Ketsu_dake_Bakudan
5075,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.78,https://myanimelist.net/anime/8367/Crayon_Shin-chan_Movie_16__Chou_Arashi_wo_Yobu_Kinpoko_no_Yuusha
5076,gdgd Fairies,6.78,https://myanimelist.net/anime/11809/gdgd_Fairies
5077,Golgo 13,6.78,https://myanimelist.net/anime/1760/Golgo_13
5078,Happy☆Lesson Advance,6.78,https://myanimelist.net/anime/261/Happy☆Lesson_Advance
5079,Hikari to Mizu no Daphne,6.78,https://myanimelist.net/anime/1082/Hikari_to_Mizu_no_Daphne
5080,Hoshi no Oujisama Petit Prince,6.78,https://myanimelist.net/anime/3811/Hoshi_no_Oujisama_Petit_Prince
5081,Ikkyuu-san,6.78,https://myanimelist.net/anime/4935/Ikkyuu-san
5082,Jarinko Chie (TV),6.78,https://myanimelist.net/anime/3947/Jarinko_Chie_TV
5083,Jewelpet Sunshine,6.78,https://myanimelist.net/anime/10359/Jewelpet_Sunshine
5084,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.78,https://myanimelist.net/anime/8228/Jigoku_Sensei_Nube__Gozen_0_Ji_Nube_Shisu
5085,Kitaku-bu Katsudou Kiroku,6.78,https://myanimelist.net/anime/18495/Kitaku-bu_Katsudou_Kiroku
5086,Koko wa Green Wood,6.78,https://myanimelist.net/anime/1804/Koko_wa_Green_Wood
5087,Kuro no Su: Chronus,6.78,https://myanimelist.net/anime/20889/Kuro_no_Su__Chronus
5088,Mado wo Akete,6.78,https://myanimelist.net/anime/51605/Mado_wo_Akete
5089,Mahoujin Guru Guru Movie,6.78,https://myanimelist.net/anime/796/Mahoujin_Guru_Guru_Movie
5090,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,6.78,https://myanimelist.net/anime/39382/Mayonaka_no_Occult_Koumuin__Fukurokouji_to_Ano_Ko_to_Ore_to
5091,Mecha-ude,6.78,https://myanimelist.net/anime/37760/Mecha-ude
5092,Meme Iroiro Yume no Tabi,6.78,https://myanimelist.net/anime/3436/Meme_Iroiro_Yume_no_Tabi
5093,Misaki no Mayoiga,6.78,https://myanimelist.net/anime/43755/Misaki_no_Mayoiga
5094,Nanatsu-iro REALiZE,6.78,https://myanimelist.net/anime/37679/Nanatsu-iro_REALiZE
5095,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,6.78,https://myanimelist.net/anime/1074/Naruto_Narutimate_Hero_3__Tsuini_Gekitotsu_Jounin_vs_Genin_Musabetsu_Dairansen_Taikai_Kaisai
5096,Nisekoimonogatari,6.78,https://myanimelist.net/anime/30514/Nisekoimonogatari
5097,Ochikobore Fruit Tart,6.78,https://myanimelist.net/anime/39609/Ochikobore_Fruit_Tart
5098,Rilakkuma to Yuuenchi,6.78,https://myanimelist.net/anime/43694/Rilakkuma_to_Yuuenchi
5099,s.CRY.ed Alteration II: Quan,6.78,https://myanimelist.net/anime/12223/sCRYed_Alteration_II__Quan
5100,Shaonu Qianxian: Renxing Xiao Juchang 2,6.78,https://myanimelist.net/anime/42949/Shaonu_Qianxian__Renxing_Xiao_Juchang_2
5101,Silent Möbius,6.78,https://myanimelist.net/anime/1517/Silent_Möbius
5102,Smile Precure!,6.78,https://myanimelist.net/anime/12191/Smile_Precure
5103,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.78,https://myanimelist.net/anime/1837/Sumeba_Miyako_no_Cosmos-sou_Suttoko_Taisen_Dokkoida
5104,Sunohara-sou no Kanrinin-san,6.78,https://myanimelist.net/anime/36817/Sunohara-sou_no_Kanrinin-san
5105,Sword Art Online: Alicization - Recollection,6.78,https://myanimelist.net/anime/39239/Sword_Art_Online__Alicization_-_Recollection
5106,Tales of Phantasia The Animation,6.78,https://myanimelist.net/anime/391/Tales_of_Phantasia_The_Animation
5107,Tenchi Muyou! Ryououki 2nd Season Picture Drama,6.78,https://myanimelist.net/anime/10351/Tenchi_Muyou_Ryououki_2nd_Season_Picture_Drama
5108,Toaru Majutsu no Index 10th Anniversary PV,6.78,https://myanimelist.net/anime/27509/Toaru_Majutsu_no_Index_10th_Anniversary_PV
5109,Twisted Wonderland 1st Anniversary PV,6.78,https://myanimelist.net/anime/48952/Twisted_Wonderland_1st_Anniversary_PV
5110,Vassalord.,6.78,https://myanimelist.net/anime/15933/Vassalord
5111,Venus Senki,6.78,https://myanimelist.net/anime/544/Venus_Senki
5112,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.78,https://myanimelist.net/anime/37393/Watashi_Nouryoku_wa_Heikinchi_de_tte_Itta_yo_ne
5113,White Album 2nd Season,6.78,https://myanimelist.net/anime/6165/White_Album_2nd_Season
5114,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.78,https://myanimelist.net/anime/22117/Witch_Craft_Works__Takamiya-kun_to_Imouto_no_Warudakumi
5115,Xing Wushen Jue 2nd Season,6.78,https://myanimelist.net/anime/51941/Xing_Wushen_Jue_2nd_Season
5116,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.78,https://myanimelist.net/anime/20545/Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita_OVA
5117,UFO Princess Valkyrie,6.77,https://myanimelist.net/anime/1127/UFO_Princess_Valkyrie
5118,Unbelievable Space Love,6.77,https://myanimelist.net/anime/49059/Unbelievable_Space_Love
5119,Vampire Knight: Gekiai no Portrait,6.77,https://myanimelist.net/anime/8422/Vampire_Knight__Gekiai_no_Portrait
5120,Vandread: Taidou-hen,6.77,https://myanimelist.net/anime/1112/Vandread__Taidou-hen
5121,Wellber no Monogatari: Sisters of Wellber Zwei,6.77,https://myanimelist.net/anime/3501/Wellber_no_Monogatari__Sisters_of_Wellber_Zwei
5122,Working'!! Announcement Specials,6.77,https://myanimelist.net/anime/10532/Working_Announcement_Specials
5123,Black Lagoon Omake,6.77,https://myanimelist.net/anime/8440/Black_Lagoon_Omake
5124,Blue Thermal,6.77,https://myanimelist.net/anime/49665/Blue_Thermal
5125,Bubuki Buranki: Hoshi no Kyojin,6.77,https://myanimelist.net/anime/33041/Bubuki_Buranki__Hoshi_no_Kyojin
5126,Bye Bye Rainy,6.77,https://myanimelist.net/anime/50669/Bye_Bye_Rainy
5127,Candy Boy Episode: EX01 - Mirai Yohouzu,6.77,https://myanimelist.net/anime/5116/Candy_Boy_Episode__EX01_-_Mirai_Yohouzu
5128,Children Record,6.77,https://myanimelist.net/anime/30903/Children_Record
5129,Deatte 5-byou de Battle,6.77,https://myanimelist.net/anime/43814/Deatte_5-byou_de_Battle
5130,Dragon Ball Movie 1: Shen Long no Densetsu,6.77,https://myanimelist.net/anime/502/Dragon_Ball_Movie_1__Shen_Long_no_Densetsu
5131,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.77,https://myanimelist.net/anime/903/Dragon_Ball_Z_Movie_10__Kiken_na_Futari_Super_Senshi_wa_Nemurenai
5132,Fantascope: Tylostoma,6.77,https://myanimelist.net/anime/5802/Fantascope__Tylostoma
5133,Gamers!,6.77,https://myanimelist.net/anime/34280/Gamers
5134,Getter Robo,6.77,https://myanimelist.net/anime/3579/Getter_Robo
5135,Goal FH: Field Hunter,6.77,https://myanimelist.net/anime/5217/Goal_FH__Field_Hunter
5136,Hanasakeru Seishounen Recaps,6.77,https://myanimelist.net/anime/6726/Hanasakeru_Seishounen_Recaps
5137,Happy☆Lesson The Final,6.77,https://myanimelist.net/anime/262/Happy☆Lesson_The_Final
5138,Hinako Note,6.77,https://myanimelist.net/anime/33948/Hinako_Note
5139,Hyakka Ryouran: Samurai Girls,6.77,https://myanimelist.net/anime/8277/Hyakka_Ryouran__Samurai_Girls
5140,I My Me! Strawberry Eggs,6.77,https://myanimelist.net/anime/509/I_My_Me_Strawberry_Eggs
5141,Imanara Maniau! Log Horizon,6.77,https://myanimelist.net/anime/21235/Imanara_Maniau_Log_Horizon
5142,Introduction,6.77,https://myanimelist.net/anime/50563/Introduction
5143,Itoshi no Muco,6.77,https://myanimelist.net/anime/30651/Itoshi_no_Muco
5144,Jungle Taitei (1989),6.77,https://myanimelist.net/anime/2556/Jungle_Taitei_1989
5145,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.77,https://myanimelist.net/anime/35206/Kirakira☆Precure_A_La_Mode_Movie__Paritto_Omoide_no_Mille-Feuille
5146,Koukou Butouden Crows,6.77,https://myanimelist.net/anime/6293/Koukou_Butouden_Crows
5147,Kumo no You ni Kaze no You ni,6.77,https://myanimelist.net/anime/1032/Kumo_no_You_ni_Kaze_no_You_ni
5148,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.77,https://myanimelist.net/anime/1431/Lupin_III__Ai_no_Da_Capo_-_Fujikos_Unlucky_Days
5149,Lupin III: Touhou Kenbunroku - Another Page,6.77,https://myanimelist.net/anime/15783/Lupin_III__Touhou_Kenbunroku_-_Another_Page
5150,Macross Δ Movie: Gekijou no Walküre,6.77,https://myanimelist.net/anime/36077/Macross_Δ_Movie__Gekijou_no_Walküre
5151,Majutsushi Orphen: Revenge,6.77,https://myanimelist.net/anime/1018/Majutsushi_Orphen__Revenge
5152,Mamahaha no Tsurego ga Motokano datta,6.77,https://myanimelist.net/anime/49470/Mamahaha_no_Tsurego_ga_Motokano_datta
5153,Marulk-chan no Nichijou,6.77,https://myanimelist.net/anime/40897/Marulk-chan_no_Nichijou
5154,Munto,6.77,https://myanimelist.net/anime/1174/Munto
5155,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.77,https://myanimelist.net/anime/3752/Nagagutsu_wo_Haita_Neko__80_Nichikan_Sekai_Isshuu
5156,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,6.77,https://myanimelist.net/anime/15431/Natsu-iro_Kiseki__15-kaime_no_Natsuyasumi
5157,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.77,https://myanimelist.net/anime/2201/Pokemon_Movie_09__Pokemon_Ranger_to_Umi_no_Ouji_Manaphy
5158,Pokemon: Pikachu to Eievui Friends,6.77,https://myanimelist.net/anime/16678/Pokemon__Pikachu_to_Eievui_Friends
5159,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.77,https://myanimelist.net/anime/11911/Pretty_Rhythm__Aurora_Dream_-_Prism_Shougekijou
5160,Ranma ½: DoCo Music Video,6.77,https://myanimelist.net/anime/10824/Ranma_½__DoCo_Music_Video
5161,Ro-Kyu-Bu!,6.77,https://myanimelist.net/anime/10572/Ro-Kyu-Bu
5162,Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,6.77,https://myanimelist.net/anime/52461/Rougo_ni_Sonaete_Isekai_de_8-manmai_no_Kinka_wo_Tamemasu
5163,Sansha Sanyou Specials,6.77,https://myanimelist.net/anime/33173/Sansha_Sanyou_Specials
5164,Senjou no Valkyria: SenVal Theater,6.77,https://myanimelist.net/anime/7016/Senjou_no_Valkyria__SenVal_Theater
5165,Tatsu no Ko Tarou,6.77,https://myanimelist.net/anime/1208/Tatsu_no_Ko_Tarou
5166,Thermae Romae Specials,6.77,https://myanimelist.net/anime/12727/Thermae_Romae_Specials
5167,"Kono Danshi, Uchuujin to Tatakaemasu.",6.76,https://myanimelist.net/anime/11355/Kono_Danshi_Uchuujin_to_Tatakaemasu
5168,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,6.76,https://myanimelist.net/anime/10948/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG_-_Individual_Eleven_-_Tachikoma_na_Hibi
5169,Koutetsu Tenshi Kurumi,6.76,https://myanimelist.net/anime/554/Koutetsu_Tenshi_Kurumi
5170,Kyouryuu Daisensou Izenborg,6.76,https://myanimelist.net/anime/4073/Kyouryuu_Daisensou_Izenborg
5171,Loveless,6.76,https://myanimelist.net/anime/149/Loveless
5172,Magical☆Star Kanon 100%,6.76,https://myanimelist.net/anime/17725/Magical☆Star_Kanon_100
5173,Mahou Sensei Negima! Movie: Anime Final,6.76,https://myanimelist.net/anime/7135/Mahou_Sensei_Negima_Movie__Anime_Final
5174,Mitsuami no Kamisama,6.76,https://myanimelist.net/anime/32461/Mitsuami_no_Kamisama
5175,Mou Ippon!,6.76,https://myanimelist.net/anime/49376/Mou_Ippon
5176,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,https://myanimelist.net/anime/594/Naruto__Takigakure_no_Shitou_-_Ore_ga_Eiyuu_Dattebayo
5177,Nijiiro Days: Nijiiro Biyori,6.76,https://myanimelist.net/anime/33181/Nijiiro_Days__Nijiiro_Biyori
5178,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.76,https://myanimelist.net/anime/34283/Nobunaga_no_Shinobi__Nobunaga_to_Minarai_Shinobi
5179,Nourin,6.76,https://myanimelist.net/anime/18095/Nourin
5180,Qin Shi Ming Yue: Junlin Tianxia,6.76,https://myanimelist.net/anime/29936/Qin_Shi_Ming_Yue__Junlin_Tianxia
5181,Quanzhi Fashi II,6.76,https://myanimelist.net/anime/36318/Quanzhi_Fashi_II
5182,Rinne no Lagrange: Kamogawa Days,6.76,https://myanimelist.net/anime/13727/Rinne_no_Lagrange__Kamogawa_Days
